date,mins_watch_worn,sleep_start,sleep_end,steps,active_kcal,basal_kcal,mins_daylight,hrv_asleep_avg,hrv_asleep_min,hrv_asleep_max,hrv_awake_avg,hrv_awake_min,hrv_awake_max,mins_asleep,mins_core,mins_deep,mins_rem
2024-07-18,0.0,,,23017,2069.8,6579.71,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-19,0.0,,,16513,1386.46,6582.48,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-20,0.0,,,17158,1543.19,6636.14,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-21,0.0,,,13038,1284.3,6838.7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-22,0.0,,,10709,789.21,6463.63,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-23,0.0,,,10369,841.14,6858.56,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-24,0.0,,,16904,1411.74,6650.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-25,0.0,,,11102,912.71,6468.34,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-26,0.0,,,18400,1594.21,6630.71,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-27,0.0,,,28010,2367.63,6835.91,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-28,0.0,,,16470,1366.19,6478.7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-29,0.0,,,13610,1129.39,6757.81,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-30,0.0,,,9509,749.63,6621.76,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-07-31,0.0,,,13043,1094.77,6632.45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-01,0.0,,,14528,1163.24,6566.38,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-02,0.0,,,11136,1054.77,6862.91,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-03,0.0,,,14594,1239.6,6432.58,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-04,0.0,,,12242,1254.17,6797.03,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-05,0.0,,,13051,1073.36,6671.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-06,0.0,,,14685,1254.28,6550.62,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-07,0.0,,,17260,1626.83,6794.75,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-08,0.0,,,12267,1214.08,6676.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-09,0.0,,,10991,920.31,6395.86,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-10,0.0,,,3635,284.89,6765.42,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-11,0.0,,,3558,346.01,6694.36,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-12,0.0,,,10625,887.51,6477.34,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-13,0.0,,,16133,1439.78,6557.1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-14,0.0,,,6029,610.76,6886.36,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-15,0.0,,,8799,750.96,6439.37,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-16,0.0,,,22966,2205.09,6701.03,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-17,0.0,,,15502,1378.15,6752.19,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-18,0.0,,,17782,1562.14,6464.66,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-19,0.0,,,14076,1432.37,6651.49,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-20,0.0,,,17673,1619.53,6631.91,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-21,0.0,,,15364,1361.61,6711.49,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-22,0.0,,,10230,750.08,6736.56,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-23,0.0,,,11539,926.08,6491.37,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-24,0.0,,,13812,1166.92,6717.45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-25,0.0,,,12057,1001.36,6640.33,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-26,0.0,,,12937,974.41,6781.69,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-27,0.0,,,12098,1164.6,6476.1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-28,0.0,,,8272,675.94,6845.04,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-29,0.0,,,6004,461.94,6626.39,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-30,0.0,,,12412,971.56,6570.29,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-08-31,0.0,,,13647,1139.91,6523.42,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-01,0.0,,,11346,1005.59,6761.23,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-02,0.0,,,7652,686.33,6454.88,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-03,0.0,,,11921,981.22,6624.71,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-04,0.0,,,14405,1220.34,6870.26,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-05,0.0,,,4466,355.1,6434.5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-06,0.0,,,11857,1058.55,6631.04,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-07,0.0,,,12286,934.58,6729.93,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-08,0.0,,,8035,771.35,6749.23,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-09,0.0,,,7242,593.61,6404.84,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-10,0.0,,,9003,761.35,6599.4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-11,0.0,,,4947,357.49,6629.72,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-12,0.0,,,14935,1266.75,6645.61,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-13,0.0,,,10381,896.57,6611.6,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-14,0.0,,,7332,599.68,6829.77,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-15,0.0,,,4897,355.96,6448.4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-16,0.0,,,16186,1398.71,6686.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-17,0.0,,,6911,582.93,6748.71,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-18,0.0,,,12658,959.4,6477.5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-19,0.0,,,9245,775.57,6615.68,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-20,0.0,,,19790,1680.52,6684.52,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-21,0.0,,,11864,1002.2,6873.11,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-22,0.0,,,12393,920.94,6424.51,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-23,0.0,,,18713,1429.78,6648.1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-24,0.0,,,8328,640.86,6816.06,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-25,0.0,,,8904,752.02,6437.02,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-26,0.0,,,4612,366.97,6708.69,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-27,0.0,,,15858,1207.1,6551.15,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-28,0.0,,,2977,261.72,6595.45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-29,0.0,,,7666,616.27,6632.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-09-30,0.0,,,10525,838.22,6657.21,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-01,0.0,,,10478,822.29,6612.04,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-02,0.0,,,8303,666.96,6824.11,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-03,0.0,,,14101,1175.47,6443.89,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-04,0.0,,,4526,367.7,6646.77,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-05,0.0,,,6038,464.33,6652.99,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-06,0.0,,,10845,920.04,6607.33,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-07,0.0,,,10740,1083.27,6754.44,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-08,0.0,,,9878,791.42,6579.38,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-09,0.0,,,10247,777.11,6583.67,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-10,0.0,,,13098,1042.66,6627.14,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-11,0.0,,,13908,1190.59,6573.3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-12,0.0,,,12132,1029.8,6674.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-13,0.0,,,1754,153.9,6676.47,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-14,0.0,,,6119,494.19,6507.65,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-15,0.0,,,13976,1117.29,6641.27,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-16,0.0,,,6622,497.86,6698.75,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-17,0.0,,,11111,1193.9,6722.42,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-18,0.0,,,10182,791.89,6614.47,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-19,0.0,,,3926,279.45,6591.14,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-20,0.0,,,6334,477.14,6507.95,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-21,0.0,,,10656,1000.8,6645.59,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-22,0.0,,,19026,1566.72,6794.82,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-23,0.0,,,16740,1449.88,6537.64,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-24,0.0,,,4744,344.06,6650.38,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-25,0.0,,,11516,922.71,6785.35,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-26,0.0,,,5980,485.98,6570.61,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-27,0.0,,,12354,1000.59,6534.6,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-28,0.0,,,7069,515.2,6659.61,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-29,0.0,,,18506,1444.29,6791.62,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-30,0.0,,,6847,494.18,6696.36,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-10-31,0.0,,,11879,953.43,6615.88,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-01,0.0,,,13121,973.39,6499.03,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-02,0.0,,,10354,822.06,6764.67,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-03,0.0,,,5861,472.14,6515.32,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-04,0.0,,,10750,845.95,6546.86,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-05,0.0,,,27938,2384.39,6930.96,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-06,0.0,,,25230,2441.06,6576.5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-07,0.0,,,5495,450.07,6518.28,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-08,0.0,,,16022,1401.39,6648.01,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-09,0.0,,,7607,674.93,6890.16,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-10,0.0,,,10733,950.04,6438.01,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-11,0.0,,,9114,782.57,6623.55,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-12,0.0,,,17554,1312.56,6698.22,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-13,0.0,,,12951,1207.65,6764.1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-14,0.0,,,15270,1392.22,6631.36,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-15,0.0,,,8851,742.23,6617.55,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-16,0.0,,,10216,867.36,6639.38,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-17,0.0,,,10808,981.19,6576.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-18,0.0,,,11806,908.11,6671.14,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-19,0.0,,,13987,1137.48,6561.59,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-20,0.0,,,8142,716.99,6712.39,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-21,0.0,,,17851,1430.17,6573.82,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-22,0.0,,,14400,1156.27,6650.32,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-23,0.0,,,7500,613.63,6649.67,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-24,0.0,,,11113,976.65,6599.73,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-25,0.0,,,22246,1846.97,6713.75,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-26,0.0,,,10891,1040.07,6661.66,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-27,0.0,,,5743,460.32,6727.57,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-28,0.0,,,8304,639.57,6486.86,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-29,0.0,,,18916,1722.37,6784.24,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-11-30,0.0,,,18168,1567.35,6745.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-12-01,0.0,,,11795,1256.62,6640.66,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-12-02,660.0,,,13480,1252.19,6488.49,150.0,0,0,0,44.39,27.64,69.97,0.0,0.0,0.0,0.0
2024-12-03,1440.0,,,20294,1574.32,6701.94,24.0,0,0,0,36.15,34.2,37.48,0.0,0.0,0.0,0.0
2024-12-04,1440.0,,,24593,2255.99,6762.53,89.0,0,0,0,34.95,17.78,62.25,0.0,0.0,0.0,0.0
2024-12-05,1440.0,02:22:32,08:28:02,14875,1222.57,6691.36,14.0,42.63,42.63,42.63,52.52,36.54,82.24,364.5,217.5,63.5,83.5
2024-12-06,1440.0,01:26:43,10:09:04,13589,1549.46,6781.59,22.0,50.06,48.06,52.05,43.32,35.15,51.48,515.0,208.0,76.5,138.5
2024-12-07,1440.0,04:28:20,12:18:26,23878,1916.23,6771.63,29.0,48.3,42.09,54.51,43.34,29.15,64.52,406.5,180.5,69.0,90.0
2024-12-08,1440.0,04:27:45,08:28:45,44840,3933.42,6765.8,278.0,29.6,29.6,29.6,40.61,15.65,72.29,240.0,136.5,33.5,70.0
2024-12-09,1440.0,03:28:14,08:11:44,11586,1653.08,6803.52,20.0,22.15,22.15,22.15,44.34,25.85,57.31,260.5,149.0,67.5,44.0
2024-12-10,1440.0,03:03:39,12:05:52,27922,2156.55,6754.88,94.0,36.28,22.5,50.05,29.01,13.55,43.01,525.5,362.0,44.0,119.5
2024-12-11,1440.0,00:51:23,11:07:57,6552,525.64,6681.14,9.0,66.6,36.54,96.65,49.24,43.59,54.9,548.0,293.5,21.5,88.5
2024-12-12,1440.0,01:37:13,11:54:06,29151,2281.1,6816.39,121.0,44.3,36.89,51.71,35.39,21.15,47.04,542.0,227.0,59.0,77.0
2024-12-13,1440.0,04:04:50,10:21:20,30559,2358.27,6728.2,89.0,59.27,50.71,67.83,40.03,31.72,51.7,374.0,257.0,37.0,80.0
2024-12-14,1440.0,03:39:01,12:22:03,23492,2075.05,6716.82,194.0,66.54,46.72,86.35,41.37,33.77,57.42,506.5,234.5,44.5,83.5
2024-12-15,1440.0,03:12:01,23:11:00,6710,830.82,6640.25,21.0,52.52,17.87,104.86,37.4,36.8,38.0,704.5,400.0,66.5,86.0
2024-12-16,1440.0,05:17:06,10:11:31,6598,1638.44,6767.62,40.0,53.24,53.24,53.24,33.78,26.74,44.72,282.5,88.5,68.0,38.5
2024-12-17,1440.0,,,6745,1205.17,6753.84,30.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024-12-18,1440.0,05:03:57,08:52:57,5075,1264.0,6823.74,9.0,0,0,0,39.58,25.44,52.81,226.5,125.5,60.5,40.5
2024-12-19,1440.0,04:48:34,14:20:17,19058,1657.54,6656.62,52.0,59.29,45.89,72.69,29.69,20.58,46.89,531.5,319.5,105.5,106.5
2024-12-20,1440.0,04:46:30,11:34:25,34967,2907.05,6788.3,212.0,54.36,54.36,54.36,34.32,18.61,55.73,379.5,117.0,66.5,32.5
2024-12-21,1440.0,,,28027,2274.71,6749.15,63.0,0,0,0,47.22,32.06,73.2,0.0,0.0,0.0,0.0
2024-12-22,1440.0,04:53:00,13:50:15,8159,1250.01,6794.51,0.0,76.53,69.44,82.8,42.4,23.96,60.27,451.0,294.5,99.5,57.0
2024-12-23,1440.0,04:17:20,08:31:20,23905,2179.27,6766.04,44.0,49.89,34.77,65.01,42.64,23.92,112.05,254.0,156.5,52.0,45.5
2024-12-24,1440.0,04:55:40,13:52:47,15403,1589.56,6784.75,9.0,72.06,41.42,91.61,30.18,20.38,35.86,483.0,197.0,58.5,76.0
2024-12-25,1440.0,02:14:41,08:58:11,26666,2195.54,6723.06,230.0,34.6,29.06,39.48,27.16,17.42,35.74,378.5,245.5,57.0,76.0
2024-12-26,1440.0,05:05:54,12:50:37,24649,2086.17,6729.73,172.0,73.38,44.56,100.4,33.75,22.28,53.89,457.0,183.0,65.5,73.5
2024-12-27,1440.0,04:33:58,08:38:28,7733,1296.85,6806.77,12.0,84.53,40.96,128.1,39.19,19.09,53.3,242.0,163.0,46.0,33.0
2024-12-28,1440.0,04:34:00,15:02:40,29876,2150.08,6734.09,33.0,72.42,34.44,156.76,37.84,27.37,61.59,602.0,421.0,93.0,88.0
2024-12-29,1440.0,03:42:04,06:45:04,29347,2286.6,6836.26,40.0,0,0,0,50.53,32.92,86.69,173.0,0.0,0.0,0.0
2024-12-30,1440.0,03:35:58,14:41:46,16267,1434.78,6804.9,37.0,52.03,29.94,72.47,54.66,18.08,104.06,593.0,286.5,74.5,115.0
2024-12-31,1440.0,,,51124,3650.42,6825.49,295.0,0,0,0,42.59,29.21,62.79,0.0,0.0,0.0,0.0
2025-01-01,1440.0,,,10651,1208.87,6636.51,8.0,0,0,0,42.35,31.89,51.19,0.0,0.0,0.0,0.0
2025-01-02,1440.0,,,2877,586.53,6655.35,0.0,0,0,0,51.14,26.47,97.49,0.0,0.0,0.0,0.0
2025-01-03,1440.0,02:50:33,12:17:40,19307,1873.07,6671.97,58.0,73.7,52.51,90.9,53.65,32.33,94.97,524.5,236.0,60.0,142.5
2025-01-04,1440.0,03:48:52,09:30:52,27210,2500.6,6878.39,112.0,87.57,71.73,103.41,32.19,25.38,51.75,341.5,190.5,78.0,73.0
2025-01-05,1440.0,,,11925,970.74,6687.91,30.0,0,0,0,45.53,19.76,110.11,0.0,0.0,0.0,0.0
2025-01-06,1440.0,03:25:15,08:41:45,25274,1982.58,6742.94,61.0,55.28,29.66,80.9,42.82,32.8,66.74,313.0,200.5,61.0,51.5
2025-01-07,1440.0,02:21:23,10:57:47,19716,1882.62,6691.35,59.0,65.67,54.44,85.07,33.89,21.71,43.44,490.0,264.0,56.5,92.0
2025-01-08,1440.0,02:16:51,07:19:51,21893,2061.66,6953.04,60.0,93.31,27.28,164.28,43.59,26.0,69.03,287.0,168.0,64.5,54.5
2025-01-09,1440.0,02:33:13,11:46:22,18019,1699.49,6668.05,89.0,70.71,70.71,70.71,39.01,26.7,52.2,542.0,255.5,55.0,100.0
2025-01-10,1440.0,04:30:48,09:29:48,18869,1650.53,6872.51,42.0,63.65,32.44,94.1,35.49,29.07,39.6,293.0,179.5,67.0,46.5
